CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,email,Phone_number,Country,Days_Between,purchase_missing
93,Unknown,Male,53.0,Kolkata,,,2199.447079411256,1.0,user93@mail.com,9871388211,USA,,1
C95,Amit,Male,42.0,Hyderabad,,,2955.2201413269586,3.0,nan,9387106416,Nan,,1
C97,Simran,Male,38.0,Pune,,,2625.2959695295217,1.0,user96@mail.com,9762381262,Canada,,1
C98,Kiran,Female,38.0,Unknown,,,3971.6664969781696,1.0,nan,,Nan,,1
99,Amit,Unknown,41.0,Bangalore,,,1456.9699388739787,5.0,nan,9486647874,India,,1
C100,Priya,Male,42.0,Pune,,,1736.455953921312,1.0,nan,,USA,,1
C101,Neha,Unknown,43.0,Mumbai,,2022-02-20,1859.7561791528353,3.0,user100@mail.com,,India,,1
102,Pooja,Unknown,42.0,Mumbai,2023-09-15,2022-05-10,2782.8801160238695,3.0,nan,,Canada,-493.0,1
106,Priya,Female,42.0,Delhi,2023-02-19,,767.9237210676736,3.0,user105@mail.com,,Nan,,1
107,Rahul,Female,44.0,Ahmedabad,2021-04-26,2024-06-05,2704.943424515282,3.0,nan,,Canada,1136.0,1
110,Unknown,Unknown,41.0,Delhi,2021-10-25,2023-08-27,5209.624154119223,1.0,nan,9168583214,USA,671.0,1
C112,Simran,Male,43.0,Kolkata,2024-10-24,,4039.972532732971,3.0,nan,,Australia,,1
115,Unknown,Unknown,45.0,Pune,2021-07-14,,2625.32,3.0,user114@mail.com,,Nan,,0
115,Ravi,Male,40.0,Chennai,,,2523.358913615397,2.0,nan,9985835755,Canada,,1
116,Pooja,Male,43.0,Kolkata,2024-07-07,2025-05-13,3692.4322612695087,1.0,nan,,Australia,310.0,1
120,Unknown,Unknown,39.0,Delhi,,,3468.7679378402477,5.0,nan,,USA,,1
121,Unknown,Unknown,70.0,Hyderabad,,,3464.3457713054413,3.0,nan,9888717508,Canada,,1
C122,Sneha,Female,40.0,Pune,,,272.45919851854205,1.0,nan,,USA,,1
122,Ankit,Unknown,40.0,Chennai,,,2097.523555846946,3.0,nan,,USA,,1
124,Pooja,Male,44.0,Hyderabad,2024-11-05,,2079.764138706288,1.0,nan,,Canada,,1
C125,Unknown,Female,39.0,Kolkata,2024-08-06,,2133.1984926139435,3.0,user124@mail.com,,Canada,,1
126,Unknown,Male,33.0,Hyderabad,,,3948.4979215473063,3.0,nan,,USA,,1
128,Ankit,Male,42.0,Pune,2024-07-03,,640.607114878472,1.0,user127@mail.com,,India,,1
129,Ankit,Female,46.0,Hyderabad,,,384.1,3.0,nan,,USA,,0
133,Ankit,Female,39.0,Chennai,,2020-10-16,101.52,5.0,user132@mail.com,9652552199,Nan,,0
135,Neha,Unknown,21.0,Mumbai,2021-05-29,,3106.84,3.0,nan,,Australia,,0
137,Sneha,Female,39.0,Kolkata,2022-11-11,,2386.1618319274403,3.0,nan,,Australia,,1
138,Ankit,Male,44.0,Ahmedabad,2021-06-22,2020-12-01,3683.602139338036,5.0,nan,,USA,-203.0,1
139,Amit,Female,47.0,Hyderabad,2024-07-23,2021-01-12,3438.0119096249887,1.0,nan,,USA,-1288.0,1
139,Ravi,Male,47.0,Pune,,,4302.36,1.0,nan,,Nan,,0
C142,Amit,Male,67.0,Kolkata,2024-11-29,,3979.83,3.0,user141@mail.com,,USA,,0
C143,Rahul,Male,41.0,Delhi,2025-05-13,,2971.481752675759,3.0,nan,,Australia,,1
C144,Priya,Male,46.0,Unknown,2025-03-13,,2861.3258385035947,3.0,nan,,UK,,1
146,Unknown,Male,46.0,Pune,2021-05-05,,819.86,1.0,nan,,USA,,0
C149,Rahul,Female,38.0,Pune,2025-03-16,2026-01-20,4453.233441351016,2.0,user148@mail.com,,India,310.0,1
150,Amit,Unknown,41.0,Ahmedabad,2025-11-29,,3994.00854941924,4.0,nan,9843663784,Australia,,1
150,Kiran,Female,28.0,Unknown,,,2663.2290309587474,1.0,nan,9234375714,Canada,,1
151,Simran,Female,38.0,Hyderabad,2021-07-20,,1838.1913719694699,1.0,nan,,Nan,,1
153,Pooja,Female,40.0,Bangalore,,2021-09-14,902.3971392505428,1.0,nan,9771638160,Canada,,1
156,Ravi,Male,35.0,Unknown,2021-05-15,,2014.7027143907937,1.0,nan,,India,,1
C159,Rahul,Female,38.0,Bangalore,2024-11-10,,502.02,1.0,nan,,India,,0
C161,Pooja,Male,35.0,Unknown,2023-11-18,,2330.4518875129575,2.0,nan,,India,,1
163,Amit,Unknown,40.0,Chennai,,,3523.3672960073836,3.0,nan,9121774277,Canada,,1
C164,Amit,Female,41.0,Pune,2025-01-18,,3306.0738575206638,3.0,nan,,USA,,1
165,Pooja,Unknown,42.0,Kolkata,,2024-02-09,757.2534621885734,3.0,nan,9313537890,Nan,,1
C169,Unknown,Unknown,46.0,Hyderabad,2022-08-23,,2267.3351829014614,5.0,user168@mail.com,,Nan,,1
C173,Simran,Female,46.0,Unknown,2023-02-06,,596.9286273979553,2.0,nan,,UK,,1
C174,Unknown,Female,22.0,Chennai,2024-06-12,,2173.340483331011,3.0,nan,,Australia,,1
175,Unknown,Male,38.0,Kolkata,,,1147.5547646018301,1.0,nan,9587234990,Canada,,1
C177,Ankit,Unknown,46.0,Pune,,2024-03-26,249.4987470459091,1.0,nan,9980832523,Canada,,1
C179,Neha,Unknown,47.0,Delhi,,,3779.89,1.0,nan,9113550160,Nan,,0
181,Unknown,Female,45.0,Unknown,2022-10-06,2023-12-06,2626.9489459087768,1.0,user180@mail.com,,India,426.0,1
182,Unknown,Unknown,41.0,Unknown,,,3052.725119331919,3.0,nan,,USA,,1
C183,Pooja,Male,42.0,Delhi,,,2938.6229688959115,3.0,nan,,India,,1
C185,Unknown,Male,37.0,Hyderabad,,,2900.44057009615,2.0,nan,,UK,,1
185,Ravi,Male,38.0,Bangalore,,,4074.372451246057,1.0,user185@mail.com,,Australia,,1
187,Sneha,Female,44.0,Pune,2020-07-12,2025-03-08,3124.58,3.0,nan,9972896838,India,1700.0,0
C188,Ankit,Unknown,40.0,Unknown,,2023-04-13,2085.5769223845014,1.0,nan,9237430673,Nan,,1
189,Ravi,Unknown,41.0,Unknown,2025-02-10,,2966.1644545220697,3.0,nan,,Australia,,1
189,Sneha,Male,39.0,Hyderabad,,,3351.236061887523,3.0,nan,9987123952,USA,,1
191,Rahul,Male,44.0,Unknown,2024-05-20,2023-09-08,710.932425108615,3.0,nan,9299298806,Canada,-255.0,1
192,Unknown,Female,18.0,Kolkata,2024-09-27,,3740.72,3.0,nan,,Australia,,0
C193,Rahul,Unknown,45.0,Delhi,2023-10-22,,2711.9202919602562,1.0,nan,,India,,1
196,Ravi,Unknown,58.0,Hyderabad,2023-11-01,,467.9792123185757,1.0,nan,,USA,,1
196,Pooja,Unknown,62.0,Unknown,2021-10-25,2023-01-29,1644.7,3.0,user196@mail.com,,India,461.0,0
C200,Simran,Male,22.0,Pune,,,328.6920130834483,4.0,user199@mail.com,,Nan,,1
201,Kiran,Male,44.0,Mumbai,,2022-05-04,2647.56,1.0,user200@mail.com,,India,,0
201,Ankit,Male,46.0,Kolkata,,,709.67,1.0,nan,,UK,,0
C203,Ankit,Male,45.0,Hyderabad,,2024-02-07,3829.56,3.0,nan,,Nan,,0
203,Sneha,Male,43.0,Hyderabad,,,913.5265411141334,3.0,user203@mail.com,,USA,,1
205,Unknown,Female,38.0,Mumbai,2025-12-21,,1815.067605911953,5.0,user204@mail.com,9791865466,Nan,,1
206,Priya,Male,42.0,Pune,,,2883.2876885686946,2.0,nan,,UK,,1
207,Simran,Male,44.0,Kolkata,2024-08-24,,2998.715938373593,1.0,nan,,Australia,,1
208,Sneha,Unknown,70.0,Ahmedabad,2023-02-16,2021-11-30,1927.9466608151497,1.0,nan,,Canada,-443.0,1
211,Ankit,Male,68.0,Unknown,,,2471.20455005623,3.0,nan,9846225860,Australia,,1
213,Unknown,Male,46.0,Mumbai,,,2522.9139271380827,3.0,nan,9505365883,Nan,,1
214,Kiran,Male,46.0,Bangalore,2020-03-11,,2139.3205038911606,3.0,nan,,Australia,,1
C215,Unknown,Male,40.0,Hyderabad,,2025-05-28,1913.0332036020386,3.0,user214@mail.com,9401632753,Australia,,1
217,Pooja,Female,40.0,Pune,2020-08-20,,3742.84,3.0,nan,,Canada,,0
217,Ankit,Female,42.0,Ahmedabad,2023-08-11,,2914.5382157748063,3.0,user217@mail.com,9811991281,Australia,,1
C219,Unknown,Female,30.0,Ahmedabad,2021-04-08,2021-01-14,691.1263115144322,2.0,nan,9917761214,Nan,-84.0,1
220,Amit,Male,65.0,Ahmedabad,,,909.91,1.0,nan,,Nan,,0
220,Priya,Male,45.0,Ahmedabad,2024-09-13,,4528.722352797016,3.0,nan,,Canada,,1
222,Ravi,Male,45.0,Mumbai,2021-04-26,,3141.85,3.0,nan,,Nan,,0
223,Kiran,Male,41.0,Delhi,,2024-08-11,4163.86,1.0,nan,,India,,0
223,Unknown,Female,18.0,Kolkata,,2024-05-24,4036.77,3.0,nan,9977208316,Nan,,0
C229,Simran,Female,40.0,Delhi,2023-01-27,,346.3266777996905,3.0,nan,,Nan,,1
232,Unknown,Female,44.0,Bangalore,2020-12-28,,888.3837330672573,4.0,nan,,Australia,,1
233,Neha,Male,31.0,Mumbai,2023-03-28,2023-12-26,5285.098539795385,1.0,nan,,USA,273.0,1
234,Unknown,Female,39.0,Bangalore,2025-12-28,,1666.1722328179844,4.0,user233@mail.com,,Canada,,1
236,Ravi,Female,39.0,Bangalore,,,1413.4,2.0,nan,,USA,,0
237,Ankit,Male,41.0,Mumbai,2025-06-25,,4367.208339912676,4.0,nan,,USA,,1
237,Unknown,Male,47.0,Unknown,,,1385.67,3.0,nan,9707836199,Canada,,0
238,Unknown,Unknown,39.0,Pune,,,4618.347738687335,3.0,nan,,India,,1
242,Pooja,Male,45.0,Unknown,,2024-02-29,3648.772811236412,5.0,nan,,UK,,1
243,Neha,Female,40.0,Bangalore,2021-02-02,2025-07-27,4995.66,1.0,nan,,Nan,1636.0,0
C247,Ankit,Female,43.0,Pune,2022-12-15,,1067.1802965003142,1.0,nan,9167697380,India,,1
250,Rahul,Female,44.0,Mumbai,2021-08-14,,4031.03,1.0,nan,9822824862,Australia,,0
251,Ravi,Female,58.0,Mumbai,,2024-05-06,5721.57290625283,1.0,nan,,India,,1
C252,Kiran,Unknown,47.0,Delhi,2024-01-16,,2905.0833316007947,1.0,nan,,USA,,1
252,Kiran,Female,42.0,Ahmedabad,2023-05-22,,4376.34,1.0,nan,9358695410,India,,0
254,Simran,Female,46.0,Unknown,,,3820.96,1.0,nan,9285061651,USA,,0
255,Pooja,Male,41.0,Unknown,2024-03-15,2021-05-02,712.93,3.0,nan,,Nan,-1048.0,0
258,Sneha,Female,47.0,Bangalore,,,959.9271187168192,3.0,nan,,UK,,1
259,Ravi,Female,43.0,Hyderabad,,,3782.7340557857797,3.0,nan,,USA,,1
261,Sneha,Male,38.0,Unknown,2023-10-04,2022-08-17,2823.08,3.0,nan,,USA,-413.0,0
262,Priya,Male,44.0,Delhi,,2021-09-23,2531.66,1.0,nan,,India,,0
265,Ankit,Female,45.0,Ahmedabad,2021-05-03,,2478.153224901672,1.0,user264@mail.com,,UK,,1
266,Neha,Male,46.0,Pune,2022-11-14,,3642.3013738196596,1.0,nan,,USA,,1
268,Kiran,Male,42.0,Chennai,2025-11-18,,3174.3012005347837,1.0,nan,,India,,1
C269,Unknown,Female,39.0,Delhi,2023-04-04,,2955.7012549086094,1.0,nan,,Canada,,1
270,Unknown,Male,40.0,Pune,,,6036.627012146211,1.0,nan,,USA,,1
270,Sneha,Unknown,42.0,Bangalore,2023-02-27,2022-06-30,2937.556013691598,1.0,nan,,Nan,-242.0,1
272,Unknown,Male,39.0,Kolkata,2021-04-10,2023-07-16,854.1316485623549,5.0,nan,,UK,827.0,1
274,Unknown,Female,39.0,Mumbai,2025-05-27,2021-03-09,2601.0,2.0,user273@mail.com,,Australia,-1540.0,0
274,Neha,Female,40.0,Ahmedabad,2025-02-16,,993.15,2.0,nan,,India,,0
276,Pooja,Unknown,42.0,Pune,2024-12-21,2025-03-07,2368.71,3.0,nan,,USA,76.0,0
280,Neha,Male,45.0,Ahmedabad,,,2128.85,5.0,nan,,Canada,,0
C281,Rahul,Female,39.0,Chennai,2024-05-11,,2301.7899817436673,4.0,user280@mail.com,,Canada,,1
C282,Kiran,Female,39.0,Bangalore,,2020-12-25,4500.88,1.0,user281@mail.com,9945824020,UK,,0
C284,Priya,Unknown,42.0,Ahmedabad,,,3672.075194623886,4.0,nan,,Canada,,1
285,Amit,Unknown,47.0,Delhi,2023-10-13,,2667.21,1.0,nan,,UK,,0
286,Priya,Female,40.0,Delhi,2025-02-24,,4689.988862309237,1.0,nan,9741682924,Australia,,1
286,Ravi,Male,40.0,Pune,,,5094.16829043761,3.0,nan,,Australia,,1
C289,Amit,Female,44.0,Pune,2024-07-27,,3055.61794700662,1.0,nan,9451561433,Nan,,1
289,Simran,Unknown,40.0,Hyderabad,2025-02-23,,283.9111962114389,3.0,user289@mail.com,,Australia,,1
292,Simran,Female,45.0,Unknown,,,3142.21,1.0,nan,9569213258,Nan,,0
292,Ankit,Female,39.0,Pune,,2023-04-16,3353.8065487364165,2.0,nan,,India,,1
294,Rahul,Male,47.0,Chennai,2022-12-20,,2878.8899957888443,1.0,nan,,UK,,1
295,Unknown,Male,38.0,Ahmedabad,,,2415.7865424315596,1.0,user294@mail.com,,Nan,,1
297,Sneha,Unknown,26.0,Ahmedabad,,2025-03-06,4440.046672100746,5.0,nan,,USA,,1
C299,Priya,Female,46.0,Pune,2025-07-26,,280.11,4.0,nan,,USA,,0
299,Pooja,Unknown,40.0,Kolkata,2025-02-12,,3237.9199468584866,1.0,user299@mail.com,,USA,,1
301,Amit,Male,41.0,Chennai,,,1591.55,5.0,nan,,Australia,,0
302,Amit,Unknown,41.0,Hyderabad,,,1593.53,1.0,nan,9533287625,USA,,0
303,Amit,Female,52.0,Kolkata,2024-07-07,,1480.0733146033276,1.0,nan,,USA,,1
305,Kiran,Male,39.0,Chennai,2025-04-08,,1995.6835359227175,1.0,nan,,Nan,,1
305,Kiran,Female,70.0,Bangalore,2023-08-11,,39.729632917061735,2.0,nan,,Nan,,1
307,Ankit,Male,41.0,Chennai,2022-12-26,,3643.2371581216366,1.0,user306@mail.com,,UK,,1
308,Amit,Male,46.0,Ahmedabad,,,3173.585594830697,1.0,nan,,USA,,1
C309,Unknown,Male,44.0,Delhi,,,2403.96,1.0,nan,,USA,,0
310,Unknown,Male,40.0,Ahmedabad,2023-02-26,,2238.531223174303,3.0,user309@mail.com,,India,,1
C311,Ravi,Male,46.0,Mumbai,,,4400.731783636011,2.0,nan,,India,,1
314,Simran,Male,40.0,Mumbai,,,769.6818421768389,3.0,user313@mail.com,,USA,,1
314,Priya,Male,40.0,Unknown,,,174.48,3.0,nan,9234182935,Canada,,0
C316,Sneha,Male,39.0,Chennai,,,4085.500667797076,5.0,nan,,Canada,,1
317,Kiran,Female,47.0,Chennai,,,1677.55,1.0,nan,,USA,,0
C318,Ravi,Male,26.0,Mumbai,,2022-04-04,3335.5806789819003,1.0,nan,,Australia,,1
319,Priya,Unknown,43.0,Unknown,,,3555.67,3.0,nan,9138046997,Nan,,0
321,Unknown,Male,44.0,Unknown,2023-04-26,,3056.76547917432,2.0,nan,,India,,1
322,Unknown,Unknown,42.0,Ahmedabad,2022-12-16,2023-11-13,1920.2542454048896,1.0,user321@mail.com,,Nan,332.0,1
322,Priya,Unknown,39.0,Chennai,,,1764.7373685682473,1.0,user322@mail.com,9723807759,Canada,,1
327,Neha,Male,39.0,Mumbai,,,4711.626552807053,5.0,user326@mail.com,9943649906,USA,,1
328,Unknown,Female,40.0,Bangalore,2022-03-27,,224.8516419149023,1.0,nan,,India,,1
330,Rahul,Unknown,67.0,Mumbai,,,71.78474855612149,1.0,nan,,USA,,1
331,Pooja,Female,38.0,Kolkata,,,978.0815256545495,3.0,nan,,Canada,,1
C332,Ravi,Male,45.0,Bangalore,,,1581.1333343398715,1.0,nan,,UK,,1
C334,Ankit,Female,43.0,Bangalore,,,3467.58,2.0,user333@mail.com,9709671208,Nan,,0
335,Pooja,Female,36.0,Kolkata,,,1813.0726841266805,3.0,nan,,Australia,,1
336,Kiran,Male,44.0,Hyderabad,2021-09-06,,2013.93,2.0,nan,,Nan,,0
338,Kiran,Unknown,45.0,Mumbai,2023-10-04,,727.5315604899256,3.0,nan,,Australia,,1
339,Rahul,Female,46.0,Kolkata,,,2579.237960375325,2.0,nan,,USA,,1
C340,Unknown,Female,47.0,Kolkata,,,160.82256760546943,1.0,user339@mail.com,,USA,,1
341,Pooja,Unknown,45.0,Hyderabad,,,1801.4469253979119,3.0,nan,,Canada,,1
342,Ankit,Female,38.0,Hyderabad,,,684.1767111054089,3.0,nan,,India,,1
344,Sneha,Female,40.0,Hyderabad,,2025-07-11,2985.6235579723866,2.0,nan,,Canada,,1
345,Pooja,Male,41.0,Ahmedabad,,,2094.499354967944,1.0,nan,,UK,,1
C346,Pooja,Female,46.0,Bangalore,,2025-05-03,4066.935276601431,3.0,user345@mail.com,9368527784,Canada,,1
C347,Unknown,Male,67.0,Bangalore,2023-11-07,2025-05-16,3392.5611829603504,1.0,user346@mail.com,,Nan,556.0,1
348,Amit,Male,38.0,Kolkata,2021-07-13,,3273.6127437033156,4.0,nan,9852108326,Australia,,1
349,Ravi,Unknown,45.0,Chennai,2021-03-15,2024-04-03,785.9191818491493,4.0,nan,,USA,1115.0,1
C350,Ravi,Male,47.0,Bangalore,,,4408.13,1.0,nan,9483049485,UK,,0
350,Sneha,Female,42.0,Delhi,2025-02-03,,2285.1383581648265,1.0,nan,9396252097,Nan,,1
C355,Unknown,Female,47.0,Pune,,,2209.73,3.0,user354@mail.com,,Canada,,0
C358,Pooja,Female,47.0,Bangalore,,2022-09-06,1706.2532740133956,1.0,nan,9531164560,Australia,,1
359,Priya,Unknown,53.0,Unknown,,2023-12-04,948.7793451042373,3.0,nan,,USA,,1
C362,Unknown,Female,46.0,Hyderabad,2021-07-21,,3515.46,1.0,nan,9604426628,USA,,0
363,Simran,Male,39.0,Unknown,2022-08-12,,4159.19,3.0,nan,,Nan,,0
365,Ravi,Male,40.0,Unknown,2023-12-21,2025-09-02,668.4450640892335,3.0,nan,,Nan,621.0,1
C366,Rahul,Male,43.0,Bangalore,2021-01-11,,2390.33,3.0,nan,,Australia,,0
C367,Rahul,Male,47.0,Bangalore,2023-12-20,,4478.905169405591,1.0,nan,,USA,,1
369,Unknown,Female,41.0,Hyderabad,,,575.1417982824362,3.0,nan,9679599583,Nan,,1
372,Neha,Male,47.0,Ahmedabad,,2025-10-04,4506.160423907228,3.0,nan,,India,,1
373,Amit,Male,43.0,Ahmedabad,2021-01-14,2020-10-26,3343.6755904343186,1.0,nan,,Nan,-80.0,1
374,Pooja,Female,59.0,Unknown,,2024-10-21,2355.35252516983,2.0,nan,,Australia,,1
375,Simran,Female,39.0,Ahmedabad,,,3757.79,1.0,nan,,India,,0
C377,Ravi,Male,47.0,Unknown,2024-06-27,,3913.1868030564365,3.0,nan,,Nan,,1
C378,Kiran,Male,53.0,Bangalore,2023-04-03,2023-09-23,4732.23,1.0,nan,,Australia,173.0,0
379,Rahul,Female,21.0,Bangalore,2026-01-21,2024-02-01,4552.18,3.0,nan,,Australia,-720.0,0
C381,Priya,Female,66.0,Mumbai,2021-06-10,,3770.4693014454724,1.0,nan,,Nan,,1
381,Ankit,Unknown,44.0,Bangalore,,,879.23,1.0,user381@mail.com,,USA,,0
384,Priya,Female,50.0,Ahmedabad,2021-07-30,,4826.895498516369,3.0,user383@mail.com,9352299173,UK,,1
385,Kiran,Male,40.0,Ahmedabad,,2024-12-12,2558.995268134035,3.0,nan,,Australia,,1
C387,Simran,Unknown,38.0,Delhi,2020-09-26,,1999.3982042147366,1.0,nan,,UK,,1
